order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD093782,ID6167344533,7/03/2019,Bakers,"[('Thunder line', 1), ('iStream', 1), ('iAssist Line', 1)]",4555,88.52,-37.8148298,144.9692039,10,4188.02,Summer,True,0.4202,the best digico excellent product and delighted thank you digico for your incomparable service,True
ORD153331,ID0260906805,28/03/2019,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2)]",3685,97.06,145.0121695,-37.8219931,25,2860.81,Spring,True,2.0005,"doesn't work and tamper seal broken i didn't even get to review this product. it did arrive on time and everything, however, i was told it would work with straight talk. it doesn't work at all even with a gsm card. very disappointed and now stuck with it. the seals were also broken and the insides were messy. don't buy it!",False
ORD064473,ID0291483922,25/05/2019,Nickolson,"[('pearTV', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",21850,74.99,-37.817242,144.9523885,15,13734.49,Winter,True,0.691,five stars i love this phone its great,True
ORD136535,ID0060653733,5/12/2019,Thompson,"[('pearTV', 1), ('Universe Note', 2), ('Thunder line', 1)]",15390,82.97,-37.8127594,144.9428102,10,13933.97,Spring,False,0.3746,stopped working phone stopped working shortly after use. nothing wrong i did on my part. no water damage or physical damage. battery was broken and certain memory features,False
ORD155919,ID0452381449,19/07/2019,Thompson,"[('iStream', 1), ('Lucent 330S', 1), ('iAssist Line', 2)]",5830,68.43,-37.8250579,144.949316,25,4440.93,Winter,False,1.3927,i am happy with my cell phone i am happy with my cell phone. good quality and i love and love the white color. i recommended this cell phone. thanks digico.,True
ORD369941,ID2948774581,6/10/2019,Thompson,"[('Candle Inferno', 1), ('Thunder line', 2)]",4790,94.89,-37.8087626,144.9718879,25,3687.39,Summer,True,1.1136,works well nice item for a gift,True
ORD098180,ID5001030324,5/02/2019,Nickolson,"[('Universe Note', 2), ('Alcon 10', 2), ('Lucent 330S', 2), ('pearTV', 1)]",33570,75.94,-37.8113505,144.9528097,0,33645.94,Summer,True,0.5259,batera recib este telfono funcion bien 5 das y luego empez a tirar error en la batera hasta que dej de cargar . ahora tengo que llevarlo a servicio tcnico porque no carga .,False
ORD083500,ID0598401462,5/05/2019,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675,77.35,-37.8148152,144.9642089,25,3583.6,Winter,True,0.6307,love pocophone better than the alcon,True
ORD255439,ID2621587191,21/04/2019,Bakers,"[('iStream', 2), ('Olivia x460', 1)]",1525,99.22,-37.8088324,145.0102526,15,1395.47,Summer,True,1.3273,everything is good we need a good battery,True
ORD351950,ID1458422297,4/09/2019,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",14010,51.45,-37.8179387,145.00853,15,16779.45,Autumn,False,1.4661,barely 4k content and it lags a lot. not worth it. returned!,False
ORD241952,ID5002595069,24/01/2019,Bakers,"[('iStream', 1), ('pearTV', 1)]",6460,83.92,-37.8126938,144.9526134,5,6220.92,Spring,True,0.4876,"trash and waste of my time! after not even 1 month of having this phone it locked up. i thought i was receiving a ""new"" phone as listed on digico but all i got was a junk phone!",False
ORD128823,ID1445498763,6/04/2019,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1)]",5675,77.36,-37.8166527,144.9834757,25,4333.61,Summer,False,1.2434,that it is sold by vets hiring vets and donating profits to vets love the phone,True
ORD126070,ID2177124622,10/08/2019,Nickolson,"[('iStream', 1), ('Thunder line', 1), ('Candle Inferno', 1), ('Toshika 750', 2)]",11400,72.46,-37.8162688,144.9563044,25,8622.46,Summer,True,0.9054,x marks the spot. works as it should. love face time,True
ORD213141,ID0247022862,29/04/2019,Bakers,"[('Toshika 750', 2), ('Universe Note', 1), ('Candle Inferno', 1), ('iStream', 2)]",11990,51.13,-37.8134076,144.9697938,25,9666.13,Winter,False,0.5778,"one star i had a problem in one week, and can't exchange!",False
ORD209626,ID1479905408,7/11/2019,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Toshika 750', 2), ('pearTV', 2)]",24945,82.02,-37.8205049,144.9574391,25,18790.77,Autumn,True,1.0861,five stars its beautiful and amazing piece.i love it,True
ORD447127,ID2296976215,13/12/2019,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Olivia x460', 1), ('Toshika 750', 1)]",25905,65.03,-37.8050873,144.959954,5,24674.78,Winter,True,1.4132,"phone did not work phone did not work, kept shutting off even with updates waste of my money.",False
ORD275233,ID0030287404,12/09/2019,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 1)]",11410,80.16,-37.8073598,144.9673572,15,9778.66,Winter,True,1.2655,"so far so good got exactly what i ordered, came with the phone and a charger. arrived before expected and put a huge smile on my son's face on christmas morning. works fine with cricket wireless.",True
ORD160081,ID4787373725,9/01/2019,Bakers,"[('pearTV', 1), ('Universe Note', 1), ('Olivia x460', 1)]",10985,72.67,-37.817417,144.9675646,0,11057.67,Summer,True,0.2184,one star so so,False
ORD132409,ID6167417928,5/05/2019,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('Lucent 330S', 1)]",9990,61.25,-37.8155614,144.9581634,25,7553.75,Spring,False,1.0273,"stolen cell phone i went to verizon today to activate my phone and was advised it is on a stolen cell phone list, so disappointed",False
ORD436484,ID0780979435,13/06/2019,Thompson,"[('Alcon 10', 2), ('Universe Note', 1), ('iStream', 1)]",23530,50.76,-37.8051,144.9493181,5,22404.26,Autumn,False,0.8659,one star the battery won't last more than 10 hours even from the first day.,False
ORD146099,ID0247012068,11/09/2019,Thompson,"[('Toshika 750', 1), ('iStream', 2)]",4620,64.65,-37.810922,144.9682307,0,4684.65,Autumn,True,0.862,"ruined by overly-aggressive power management huawei's overly-aggressive power manager kills background apps and breaks too many things. you can't navigate with google maps reliably. notifications don't work because background apps are killed. although one might be able to eventually configure to bypass, it's just too difficult to work the bugs out.",False
ORD159306,ID0777773673,21/07/2019,Thompson,"[('Candle Inferno', 1), ('iStream', 2), ('Universe Note', 1), ('pearTV', 1)]",10490,77.79,-37.805337,144.950642,25,7945.29,Autumn,False,0.875,"it has worked wonderfully so far it arrived quickly and was well packaged. i followed the directions, got some help from verizon and it was ready to go. it has worked wonderfully so far. it is a far better phone than what i had before. i have been very happy with this purchase!",True
ORD136357,ID6167344599,3/07/2019,Thompson,"[('Alcon 10', 2), ('Universe Note', 1), ('Lucent 330S', 1)]",22580,63.12,-37.811681,144.9705406,10,20385.12,Winter,False,0.7746,"simly the best! the best phone i have own. period.and i own all other top of line phone like alcon xs , huawei 20 pro , one plus 6t .",True
ORD488333,ID0578120665,14/04/2019,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 2), ('Toshika 750', 1), ('iStream', 1)]",6555,77.54,-37.8240761,144.9425475,10,5977.04,Summer,False,1.3301,five stars good,True
ORD070270,ID0579497586,24/02/2019,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 2)]",3685,53.08,-37.8147867,144.9500749,10,3369.58,Summer,False,0.3539,buy it when you have an emergency phone when i put on the speaker the other person couldn't hear me.,False
ORD435806,ID0127538409,23/04/2019,Nickolson,"[('Thunder line', 2), ('iStream', 1), ('Universe Note', 1)]",7960,75.51,-37.8038083,144.9969606,25,6045.51,Winter,False,0.7054,great product - understands my accent!,True
ORD388041,ID0641030021,14/04/2019,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1), ('pearTV', 2)]",32745,77.64,-37.8104498,144.9432571,10,29548.14,Autumn,False,0.4167,"beautiful screen, vibrant color, fast and best quality for the money.",True
ORD190181,ID0349920091,10/02/2019,Thompson,"[('Thunder line', 1), ('iStream', 2), ('Toshika 750', 1)]",6800,79.79,-37.8185923,145.0052383,0,6879.79,Winter,False,1.3,"awesome features / low price entrega sper rpida. el diseo es genial, compr la versin azul y tiene muy buenos detalles. el telfono funciona correctamente. muy buena relacin precio calidad. sper amigable",True
ORD319093,ID6167266644,17/05/2019,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2)]",9500,105.13,144.9632138,-37.8085511,25,7230.13,Spring,True,1.2493,five stars love it!,True
ORD141767,ID0255059534,14/07/2019,Bakers,"[('iAssist Line', 2), ('pearTV', 1), ('Universe Note', 2), ('iStream', 1)]",17810,73.14,-37.812761,144.9720093,0,17883.14,Spring,False,0.6845,quality strong phone.,False
ORD343533,ID0257503151,14/03/2019,Bakers,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540,83.02,-37.799685,144.9624435,25,19988.02,Winter,True,1.9796,"great it was almost new but very disappionted when it was opened before it arrived anf headset was gone from th ebox. i did receive credit back though after i mailed digico which i really appreciate that,",True
ORD348408,ID0287629308,14/01/2019,Bakers,"[('Thunder line', 1), ('Toshika 750', 1)]",6500,77.79,-37.8048558,144.9513058,10,5927.79,Spring,True,0.9466,bought for my mom she loves the style - she's nearly 80 and refuses to use a smartphone. she's happy and that's good enough for me.,True
ORD286512,ID4733727852,7/01/2019,Thompson,"[('iAssist Line', 1), ('Thunder line', 1), ('Toshika 750', 2)]",13045,66.26,-37.8042543,144.9492043,25,9850.01,Winter,False,0.9558,does the job! love it!,True
ORD367943,ID0746427704,25/06/2019,Bakers,"[('Universe Note', 1), ('Alcon 10', 1), ('Thunder line', 2), ('iStream', 2)]",17060,79.55,-37.8167707,144.9947952,10,15433.55,Autumn,True,0.7551,hi ticket quality item a bit pricey but worth it. facial recognition works as password,False
ORD268182,ID2005895252,2/03/2019,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1), ('iStream', 2), ('Toshika 750', 1)]",17670,67.76,-37.8020899,144.9659546,25,13320.26,Autumn,False,1.8643,not straight talk this phone does not work with straight talk!,False
ORD348977,ID0580530692,1/08/2019,Thompson,"[('Universe Note', 2), ('iAssist Line', 1)]",9125,68.16,-37.8009174,145.010809,15,7824.41,Autumn,False,1.7024,five stars excellent. works in venezuela very good.,True
ORD165279,ID2960404462,3/07/2019,Thompson,"[('Thunder line', 1), ('Olivia x460', 1), ('iStream', 2), ('Universe Note', 1)]",10250,63.42,-37.8185187,144.9653177,25,7750.92,Winter,False,0.3724,works with sprint. i love this phone. it works with sprint and doesn't come loaded with a bunch of rubbish apps that i cannot delete.,True
ORD067084,ID0591435609,7/12/2019,Bakers,"[('Olivia x460', 2), ('iStream', 1)]",2600,74.38,-37.8188066,144.9703017,15,2284.38,Winter,True,1.5061,five stars i'm really satisfied,True
ORD003418,ID1224869069,16/11/2019,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2), ('pearTV', 2), ('Olivia x460', 2)]",20290,58.71,-37.812989,144.9407677,10,18319.71,Winter,True,0.5553,"the phone is not what i thought it would be ... the phone is not what i thought it would be. it's more at&t then windows itself and the software is 7.8 and not windows 8. i should have read about it before buying it, but that's my fault .",False
ORD230529,ID0358732438,18/07/2019,Thompson,"[('Toshika 750', 2), ('Thunder line', 1), ('iAssist Line', 1)]",13045,79.18,-37.8191918,144.9847408,10,2284.38,Summer,False,1.3374,good i like it i liked,True
ORD454916,ID0373652147,31/03/2019,Bakers,"[('Olivia x460', 1), ('Universe Note', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",8565,81.02,-37.8120228,144.9262547,25,7067.27,Autumn,True,1.8319,"excellent from ecuador looks like new, the battery is ok. i recommend it.",True
ORD467131,ID0294622375,20/02/2019,Bakers,"[('Thunder line', 2), ('Universe Note', 1), ('Alcon 10', 2), ('Toshika 750', 1)]",30030,67.26,-37.8182545,144.9669671,15,25592.76,Summer,False,0.2304,good product good product,False
ORD444667,ID0277118918,30/04/2019,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('iStream', 2)]",3620,101.9,-37.8223226,144.9334506,15,3178.9,Summer,True,1.6087,basic and good good product,True
ORD158340,ID4716795320,1/09/2019,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Thunder line', 1)]",6930,79.33,-37.8191696,144.9522589,15,5969.83,Summer,False,0.8551,two stars this mobile is not connecting in bluetooth to other mobile and download problem and not recognizing in computer.,False
ORD209238,ID0030385741,26/02/2019,Nickolson,"[('Toshika 750', 1), ('Olivia x460', 1), ('pearTV', 2), ('Universe Note', 2)]",25065,84.86,-37.8261732,145.002466,15,21390.11,winter,False,1.9098,i love this phone i love this phone. very fast and great screen size. super responsive. makes my old s4 seem like a model a,True
ORD315955,ID0130015100,7/05/2019,Nickolson,"[('iStream', 2), ('Alcon 10', 2)]",22350,77.83,-37.8156101,144.9677952,0,22427.83,Autumn,True,0.3664,"great phone, but not so great camera for a 16mpx the phone is awesome, just a few things i didn't like. the camera is not as great, the picture quality is poor in a dark room. i liked the sound quality and the ram and rom are a okey for that price. the best thing, is the fact that it was unlocked.",True
ORD287174,ID0281390979,10/06/2019,Nickolson,"[('iAssist Line', 2), ('pearTV', 1)]",4600,83.25,-37.8126041,145.0120369,15,3993.25,Spring,False,1.5061,"good and... worth every penny. super good phone with nice cameras for it's price. runs all the games with max graphics. maybe it's a bit big, kind of difficult to hold. but with time i'll get used to it.",True
ORD209102,ID0628175326,21/08/2019,Bakers,"[('Olivia x460', 2), ('Universe Note', 2), ('Candle Inferno', 2), ('Thunder line', 2)]",14570,70.99,-37.8124708,144.9478447,25,3597.9,Winter,True,0.0718,five stars really happy with the phone the description was on point..,True
ORD401129,ID4460254041,25/03/2019,Thompson,"[('pearTV', 2), ('iAssist Line', 2)]",21260,59.71,-37.8025402,144.9456377,25,16004.71,Summer,False,1.135,was not refurbished the phone was supposed to be refurbished but it was just an old phone.,False
ORD064785,ID4305736587,8/02/2019,Thompson,"[('Candle Inferno', 1), ('Thunder line', 2), ('Universe Note', 1)]",8240,83.0,-37.8131224,145.0139936,5,7911.0,Autumn,True,1.6863,i would order it again i was really happy with his phone thanks,True
ORD067868,ID0247531546,21/06/2019,Nickolson,"[('pearTV', 2), ('Toshika 750', 1)]",16940,44.67,-37.813669,144.9469793,15,14443.67,Winter,False,1.3292,screen flickers phone works as expected except for frequent flickering problem with the screen that sometimes goes away after restarting the phone.,False
ORD225279,ID0591227425,7/12/2019,Thompson,"[('Toshika 750', 1), ('pearTV', 2)]",16940,98.16,-37.8249721,144.949029,0,17038.16,Summer,True,1.3799,great purchase this phone came in beautiful condition and so far works perfectly. glad i decided to purchase here.,True
ORD111295,ID3240572175,15/05/2019,Thompson,"[('Thunder line', 1), ('iAssist Line', 1), ('Alcon 10', 2), ('Candle Inferno', 2)]",23165,101.89,-37.8057114,144.9309004,10,20950.39,Summer,True,1.6194,i am loving it so far. no issues whatsoever ... i am loving it so far. no issues whatsoever. the only thing is i wished it came with some headphones.,True
ORD415154,ID3790886018,5/09/2019,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",20625,82.16,-37.7992786,144.9367969,25,15550.91,Autumn,True,1.7434,"very nice cost performance. pros: very very cheap. good cost performance(under the $100 and nougat 7.1.1). long battery life. dual sim slot and sd card slot. cons: ram 1gb(slow working). storage 8gb, too small. no fingerprints lock/unlock. no waterproof. cheap body quality. legacy design. no type c.",True
ORD111040,ID6167285773,26/06/2019,Thompson,"[('Toshika 750', 1), ('Universe Note', 2), ('pearTV', 2), ('Olivia x460', 2)]",26290,66.85,-37.8101926,144.9613829,0,26356.85,Winter,False,1.0382,vendor's supplied charging cable a dud love the phone and many others have already reviewed the note 5. ino terrific shape. but the vendor's supplied charging cable and plug do not work.,True
ORD068044,ID3313210943,28/07/2019,Nickolson,"[('Universe Note', 2), ('iStream', 2), ('Alcon 10', 2), ('Lucent 330S', 2)]",27560,75.19,-37.8185184,144.9670945,25,20745.19,Spring,True,0.2162,"good phone... obviously, this isn't a newer pixel but it's a good phone.",True
ORD457089,ID4716795174,24/06/2019,Nickolson,"[('Universe Note', 1), ('pearTV', 1)]",9760,72.57,-37.8188287,144.9532795,0,9832.57,Summer,True,0.8762,four stars good,True
ORD156788,ID6206878685,21/10/2019,Thompson,"[('Lucent 330S', 2), ('iStream', 2), ('Candle Inferno', 2), ('pearTV', 1)]",15970,63.79,-37.824845,144.9576466,10,14436.79,Summer,False,1.2569,i habe the thunder and i bought this one fort my son's room but it's not as user friendly. i wish i would've just bought the other one.,False
ORD304686,ID0589450912,21/01/2019,Thompson,"[('Alcon 10', 2), ('pearTV', 1)]",24210,79.53,-37.8100334,144.9726224,25,18237.03,Autumn,True,0.9906,"it works great and isn't a rip off it works great and isn't a rip off. it had a scratch on the phone though - i guess that's what to expect from a ""used"" item",False
ORD120755,ID3199635546,6/10/2019,Thompson,"[('Olivia x460', 1), ('Thunder line', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",10185,82.41,-37.8031277,144.9730466,5,9758.16,Winter,True,0.6432,five stars great!!!,True
ORD174313,ID4516260664,21/10/2019,Nickolson,"[('Toshika 750', 1), ('Olivia x460', 1)]",5545,88.49,-37.8087321,144.9473669,25,4247.24,autumn,True,0.4395,its just a brand new phone i can say its one of the best phone it really look like new though no headphone but it came with charger  and its pretty new no scratches whatsoever thanks to the seller o recommend this seller for the best phone however.....,True
ORD372338,ID0709963112,20/08/2019,Thompson,"[('Thunder line', 1), ('Lucent 330S', 2), ('Universe Note', 1), ('Alcon 10', 2)]",25990,90.5,-37.8160747,144.9338083,15,22182.0,Spring,True,1.2261,"great hardware, but software / firmware sucks still on android 7.0 (sep 01 2017). completely outdated firmware, a lot of bloatware on device. very unfortunate upgrade policy. great hardware, but software / firmware sucks. never again olivia, just very much behind.",False
ORD418640,ID0145261598,10/02/2019,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1)]",3455,49.95,-37.8152449,144.9627259,5,3332.2,Autumn,False,0.7066,better to buy direct then through here. terrible phone. was advertised as a tmobile phone but the imei shows it belongs to verizon. the calls drops and the camera freezes frequently.,False
ORD142368,ID3146808096,9/01/2019,Nickolson,"[('Universe Note', 1), ('pearTV', 1)]",9760,65.09,-37.8106572,144.9852939,15,8361.09,Winter,False,0.8771,ezceed the expextative like displayed,True
ORD236545,ID2948774549,2/01/2019,Bakers,"[('Alcon 10', 1), ('iAssist Line', 1), ('Thunder line', 1)]",13355,63.97,-37.8080795,144.9692773,5,12751.22,Summer,False,1.1708,one star worst phone,False
ORD021921,ID3306876671,15/09/2019,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2), ('pearTV', 1), ('Toshika 750', 1)]",24030,75.74,-37.8096911,144.9555584,0,24105.74,Spring,False,0.8171,i would recommend! looks and function as new. 1 trip to the sprint store and in 15 minutes i was using my new bore 5. i would recommend!,True
ORD269661,ID2183273514,23/06/2019,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1)]",18330,79.68,144.9629188,-37.8073743,15,15660.18,Spring,False,1.3785,five stars very nice cellphone.,True
ORD443054,ID0297178813,19/01/2019,Nickolson,"[('iAssist Line', 2), ('Thunder line', 1), ('iStream', 2)]",6930,81.66,144.9545468,-37.82255,0,7011.66,Autumn,True,1.2811,... you can tell it's used but the screen is perfect and that's the most important thing i keep mine ... came fast works flawlessly you can tell it's used but the screen is perfect and that's the most important thing i keep mine in a case anyway nice,True
ORD248922,ID1404218659,2/11/2019,Thompson,"[('pearTV', 1), ('Olivia x460', 2)]",8760,68.45,-37.8016497,144.9874269,0,8828.45,Autumn,False,1.1552,love it i just received my phone and i like it alot. its fast and pretty and reminds me of the universe s3,True
ORD218059,ID0664378467,8/03/2019,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",21780,53.17,-37.8201538,144.9669628,5,20744.17,Summer,False,0.2862,"battery sucks the battery on this phone is a joke, i even paid for a replacement battery and the phone still drained it without remorse. i don't recommend this phone to anyone who needs their battery.",False
ORD395957,ID3215191989,29/11/2019,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 2), ('Thunder line', 2)]",12120,65.18,-37.8056528,144.9510829,0,12185.18,Winter,False,0.8575,five stars fast shipping love this product no dropped calls and can clearly hear batteries last long time with out charging,True
ORD234025,ID1459890791,3/08/2019,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2)]",5480,83.21,-37.8197643,145.0127968,5,3227.71,Summer,False,1.889,"worth the money this phone is very good for what it cost, i had an alcon and i changed it for this one i don't regret.",True
ORD102589,ID0547568767,4/07/2019,Nickolson,"[('pearTV', 1), ('iStream', 1)]",6460,72.27,-37.8125353,144.9865756,10,5886.27,summer,False,0.8121,five stars great phone,True
ORD155212,ID4313862260,1/08/2019,Nickolson,"[('iStream', 1), ('Candle Inferno', 1), ('Olivia x460', 1)]",1805,95.01,-37.8181916,144.9922652,5,1809.76,Summer,True,0.9489,"very good phone. my father had a similar phone previous ... very good phone. my father had a similar phone previous to this one, so far likes this one just as much.",True
ORD003734,ID0547568858,3/06/2019,Bakers,"[('Universe Note', 1), ('Toshika 750', 2), ('pearTV', 2), ('iAssist Line', 2)]",29160,74.99,-37.8162049,144.9886557,5,27776.99,Summer,False,0.9012,can't beat the price this phone worked great for my son untill he upgraded. good sound/signal/basic phone for 9.99. very satisfied with digico service and prices.,True
ORD260722,ID3218226996,7/11/2019,Thompson,"[('Universe Note', 1), ('Candle Inferno', 1), ('Lucent 330S', 1)]",5110,64.05,-37.807841,144.9456925,25,7612.36,Autumn,False,0.5514,"i bought a refurbished one i bought a refurbished phone from the seller edge cellular, and it wasn't stolen or broken or anything like that. it works great. it looks new, the battery life is good, and i've had zero issues.",True
ORD312048,ID1449496093,30/11/2019,Thompson,"[('pearTV', 2), ('iStream', 1), ('Candle Inferno', 1)]",13200,106.41,-37.8239545,144.984625,5,12646.41,Spring,True,1.4536,great product have had it about a month now. everything has been great.,True
ORD421710,ID2641765496,28/04/2019,Bakers,"[('Toshika 750', 2), ('Thunder line', 2), ('pearTV', 2)]",25620,81.9,-37.8226138,144.9583674,0,25701.9,Summer,True,1.0804,phone sucks used brand new g7 for about 2 days. was in the middle of something when it complete stopped responding to touch. lucentrla wouldn't back their product.,False
ORD485263,ID1449431625,16/02/2019,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 2), ('Universe Note', 1)]",5535,77.63,-37.813381,144.9738693,25,4228.88,Autumn,True,0.6936,easy to transfer my stuff from my old candle into this new one. love the price and how easy it is to use. great buy.,True
